utterance_id,emotion,transcript
Ses01M_impro05_F014,neu,Do you have any i-?
Ses01M_impro05_F015,neu,I wouldn't let you?   I was not in Atlanta. I was not in Atlanta.
Ses01M_impro05_F016,neu,I had nothing to do with the boarding attendance.  I'm sorry that your seat was wherever it was.
Ses01M_impro05_F017,neu,"I have some unfortunate news, uh, that your bag isn't going to be--"
Ses01M_impro05_F018,neu,--arriving any time soon.
Ses01M_impro05_F019,neu,I'm really sorry to tell you this but...
Ses01M_impro05_F020,neu,It's not.  I can offer you fifty dollars and a reimbursement gift cards for our airline...
Ses01M_impro05_F021,neu,...and your future...
Ses01M_impro05_F022,neu,No.
Ses01M_impro05_F023,neu,Yes.
Ses01M_impro05_F024,neu,We've actually...
Ses01M_impro05_F025,neu,They do as matter of fact.  We don't like to publicize it because
Ses01M_impro05_F026,neu,people wouldn't Fly our airline.
Ses01M_impro05_F027,neu,What was that?
Ses01M_impro05_F028,neu,That's unfortunate.
Ses01M_impro05_F029,neu,That's too bad.
Ses01M_impro05_F030,neu,I wish I could give it to you.
Ses01M_impro05_F031,neu,I wish I-
Ses01M_impro05_F032,neu,That's not - no.
Ses01M_impro05_F033,neu,No.
Ses01M_impro05_F034,neu,We have plenty of aggressive searching going on it's not there.  Someone's taken it.
Ses01M_impro05_M004,ang,Are you insinuating that I don't have a college education and that- for some reason that makes you a better person than I am?
Ses01M_impro05_M005,ang,"Listen, shut your smug mouth, okay?  I don't need that."
Ses01M_impro05_M006,ang,I've been sitting here for four hours.
Ses01M_impro05_M007,ang,You people have just been tossing me around like a used hanky.
Ses01M_impro05_M008,ang,You work here.
Ses01M_impro05_M015,neu,Okay.
Ses01M_impro05_M020,ang,Probably people that work for your company huh?
Ses01M_impro05_M021,ang,Do you know what was in that little bag that I could have just easily put in overhead compartment but no I had to check?
Ses01M_impro05_M022,ang,My computer which has all of my data which I'm collecting right now.
Ses01M_impro05_M023,ang,Yeah it's really unfortunate you know why because I'm going to get fired if I don't get that.  So I need to have that back.
Ses01M_impro05_M024,ang,"Fifty dollars is not going to cover me for my job, okay?"
Ses01M_impro05_M025,ang,Well you need to find it. Can I just go back there and look through the bags?  Can I just go back there and just go through maybe I'll find it.
Ses01M_impro05_M026,ang,It'll be a lot more than what you're doing sitting here and just give me lip service.  I'd like to go back at least do some aggressive searching for my stuff.
Ses01M_impro05_M027,ang,"Sure, yeah right you have plenty of aggressive searching going on, aggressive searching, drinking coffee and smoking cigarettes."
Ses01M_impro05_M028,ang,I know what you guys do when you're not working you're union people; you just sit around on your ass.
Ses01M_impro05_M031,ang,Thank you very much.
Ses01M_script03_2_F006,neu,"Well, what of it?"
Ses01M_script03_2_F010,neu,"No, thank you."
Ses01M_script03_2_F011,ang,I don't see why you want any you already had two glasses.
Ses01M_script03_2_F015,ang,"Don't be stupid, what?"
Ses01M_script03_2_F017,ang,Well it's a woman's duty to allure the man. Watch me a minute will you?
Ses01M_script03_2_F022,ang,They sting.
Ses01M_script03_2_F023,ang,"I don't care.  I don't care, do you understand?  I don't mind if they bark and they roll about like hoops."
Ses01M_script03_2_F024,ang,"Yes, I did quite a lot."
Ses01M_script03_2_F025,ang,"Oh, mind you own business."
Ses01M_script03_2_F026,ang,"You're quite insufferable, I expect it's because you're drunk."
Ses01M_script03_2_F027,ang,You always had a weak head.
Ses01M_script03_2_F028,ang,"On the contrary, a child two could get violently drunk on only one glass of brandy."
Ses01M_script03_2_F029,ang,Shut up.
Ses01M_script03_2_F030,ang,Not very funny darling.  Why don't you have some more brandy?
Ses01M_script03_2_F031,ang,Why?
Ses01M_script03_2_F033,ang,They are away in Tunis.
Ses01M_script03_2_F034,ang,"Turn it on again, please."
Ses01M_script03_2_F035,ang,Very well if you insist on being boorish and idiotic.
Ses01M_script03_2_F036,ang,I won't.
Ses01M_script03_2_F037,ang,Stop it. No. Go away.
Ses01M_script03_2_F038,ang,"listen Oh I'm sick and tired of listening to you, you damn sadistic bully."
Ses01M_script03_2_F039,ang,"Oh you're cruel you're...you're...I hate you, I hate you. Go away. You're conceited. You're overbearing. You're utterly impossible."
Ses01M_script03_2_F040,ang,This is the end do you hear me?  Finally and forever.
Ses01M_script03_2_F041,ang,"Oh yes I am...Oh yes I am. Let go of me. You let go. You...urgh...You're a cruel friend. I loathe and I hate you. Marry you again...Ha...Never, never, never, never. I hope you die in torment. You beast."
Ses01M_script03_2_M012,neu,"I'll have a little, I think."
Ses01M_script03_2_M013,neu,"Oh, you know no particular reason besides they are very small glasses."
Ses01M_script03_2_M018,neu,Are you going out somewhere dear?
Ses01M_script03_2_M022,ang,"You know, it's a pity you didn't have any more brandy. It would have made you just a little less disagreeable."
Ses01M_script03_2_M023,ang,"You know what?  You snap, you snap, you snap you're like a little adder."
Ses01M_script03_2_M024,ang,Nonsense.  They have a bag of venom behind of fangs and they snap.
Ses01M_script03_2_M025,ang,Did you see much of Peter Burden after our divorce?
Ses01M_script03_2_M026,ang,I suppose you let him just kiss you or good deal more than too.
Ses01M_script03_2_M027,ang,"I suppose you two had a riotous time, huh?  No restrain at all, very enjoyable, he never had much any how."
Ses01M_script03_2_M028,ang,I am not in the least bit drunk.
Ses01M_script03_2_M029,ang,I think I told you once before that I had three minute liquor glasses the whole evening long.  A Child of two cannot get drunk on that.
Ses01M_script03_2_M030,ang,"Oh very, very interesting Amanda.  How about the child of uh... four, six or maybe nine---you know, we could work up a splendid little debate about it, you know?  Intemperate tots."
Ses01M_script03_2_M031,ang,That's a very good idea I think I will.
Ses01M_script03_2_M032,ang,Would you uh...turn that off please? You're going to wake the people upstairs.
Ses01M_script03_2_M033,ang,Well then you'll wake the people downstairs.
Ses01M_script03_2_M034,ang,This is no time a year for Tunis.
Ses01M_script03_2_M035,ang,I will do no such thing.
Ses01M_script03_2_M036,ang,Turn it off. It's driving me mad.
Ses01M_script03_2_M037,ang,Turn it off.
Ses01M_script03_2_M038,ang,Amanda listen. Listen.
Ses01M_script03_2_M039,ang,That's very amusing indeed.
Ses01M_script03_2_M040,ang,"You...You're an evil minded, self-centered little wench and I never want to see you again."
Ses01M_script03_2_M041,ang,You're not going like this.
Ses01M_script03_2_M042,ang,No you're not.
Ses01M_script03_2_M043,ang,Shut up. Shut up. I wouldn't marry you again if you came crawling back to me on a bended knee. You are an evil tempered little vampire and I never want to see you again as long as I live.
Ses01F_script01_3_F000,neu,You're the only one who still loves his parents.
Ses01F_script01_3_F001,neu,It's not so bad; it's a good thing.
Ses01F_script01_3_F002,neu,"[BREATHING] You know, it's lovely here.  The air is sweet."
Ses01F_script01_3_F003,neu,"I'm not sorry, no. But I'm...I can't stay."
Ses01F_script01_3_F004,neu,"For one thing, your mother much as told me to go."
Ses01F_script01_3_F005,neu,"And then, you.  You've been kind of..."
Ses01F_script01_3_F006,neu,Sort of embarrassed ever since I got here.
Ses01F_script01_3_F007,neu,I knew they would.
Ses01F_script01_3_F008,neu,"Well sure, from your mother's point of view.  Why else would I come?"
Ses01F_script01_3_F009,neu,"I, umm. I guess, I guess that's kind of why I came."
Ses01F_script01_3_F010,hap,[BREATHING]
Ses01F_script01_3_F011,hap,[LAUGHTER]
Ses01F_script01_3_F012,hap,[LAUGHTER]
Ses01F_script01_3_F013,hap,No. No
Ses01F_script01_3_F014,neu,"Chris, I've been ready a long, long, time."
Ses01F_script01_3_F015,neu,I almost got married two years ago.
Ses01F_script01_3_F016,neu,You started to write me.
Ses01F_script01_3_F017,hap,Every day since.
Ses01F_script01_3_F019,hap,beating around the bush.
Ses01F_script01_3_F020,hap,"I will never forgive you.  All I'd done was sit around wondering if I was crazy waiting so long, wondering if you were thinking about me."
Ses01F_script01_3_F021,hap,Not like that you're not.
Ses01F_script01_3_F022,neu,"Like Larry's brother.  Do it like you, Chris."
Ses01F_script01_3_F028,neu,"Yeah, sure."
Ses01F_script01_3_F029,neu,How many?
Ses01F_script01_3_F030,sad,"Aw, geez."
Ses01F_script01_3_F031,neu,Mmhmm.
Ses01F_script01_3_F035,hap,What would I do with a fortune?
Ses01F_script01_3_M000,neu,"I know.  It kind of went out of style, didn't it?"
Ses01F_script01_3_M001,neu,You're not sorry you came.
Ses01F_script01_3_M003,neu,Well.
Ses01F_script01_3_M004,neu,What?
Ses01F_script01_3_M005,neu,Well I was kind of planning of sneaking up on you over the course of a week or so.  They just take it for granted that we're all set.
Ses01F_script01_3_M008,hap,"I love you. Annie, I love you."
Ses01F_script01_3_M009,hap,"I don't really have any imagination, that's all I know how to say."
Ses01F_script01_3_M010,hap,"Am I embarrassing you? Are you - See, I didn't want to do it here with this yard, on this porch.  I wanted it to be somewhere new, some place fresh for both of us."
Ses01F_script01_3_M015,hap,Why didn't you let me know?
Ses01F_script01_3_M016,hap,Give me a...
Ses01F_script01_3_M017,hap,Give me a kiss.
Ses01F_script01_3_M019,hap,"Oh Annie, we are going to live now.  I am going to make you so happy."
Ses01F_script01_3_M020,hap,I kissed you.
Ses01F_script01_3_M021,sad,"Hey, let's drive some place.  Huh?  Let's get out of here."
Ses01F_script01_3_M022,sad,No it's nothing like that. It's-
Ses01F_script01_3_M023,sad,Yeah.  I suppose I have been. But it's going from me.
Ses01F_script01_3_M024,sad,I don't even know how to start.
Ses01F_script01_3_M025,sad,"It's just all mixed up with so many other things, you know?  You know overseas I was in command of a company?"
Ses01F_script01_3_M026,sad,Well I lost them.
Ses01F_script01_3_M027,sad,Pretty much all.
Ses01F_script01_3_M028,sad,You can't just toss off a thing like that because they weren't just men. You know?
Ses01F_script01_3_M029,sad,"Like for instance, there was this one time it had been raining for several days and this kid he just came up to me and he gave me his last pair of dry socks.  He just put them in my pocket.  That's a little thing, you know, but that's what kind of guys I had."
Ses01F_script01_3_M030,sad,"They didn't die, they killed themselves for each other.  I mean that, exactly.  Just a little more selfish and they would all be here today."
Ses01F_script01_3_M032,sad,"To bring that on to the earth again, you know, is like some kind of monument and I thought I would just make a difference to them."
Ses01F_script01_3_M033,sad,"But then I came home and it was incredible, you know?  The whole thing was just kind of this random bus accident.  You know, I went back to the rat race again, I went to work."
Ses01F_script01_3_M036,sad,And I didn't want any of it. I guess that included you.
Ses01F_script01_3_M037,neu,I just want you to know Annie.
Ses01M_impro04_F000,neu,You seem kind of down.
Ses01M_impro04_F002,neu,What do you mean?
Ses01M_impro04_F003,neu,There's a lot of people looking for jobs.
Ses01M_impro04_F004,neu,"I don't know, I mean, I just don't think..."
Ses01M_impro04_F005,neu,Did you ever think it might be your attitude that's...
Ses01M_impro04_F006,neu,"I don't know just sometimes you get kind of... No, I'm not saying that.  I just--"
Ses01M_impro04_F007,neu,...has anyone ever just said anything like that to you before?
Ses01M_impro04_F008,neu,"Right, sure."
Ses01M_impro04_F009,neu,"But I mean you kind of got to, you got to fake it 'til you feel it, right?"
Ses01M_impro04_F010,neu,I'm just saying that if I was looking to hire somebody in the--or kind of... No. No. No.
Ses01M_impro04_F011,neu,No.  I'm just saying though that if I was a person who was hiring somebody I-- --would not hire someone who was angry or upset.
Ses01M_impro04_F012,neu,No.
Ses01M_impro04_F013,neu,"Well, you know a little.  If you were to listen to--"
Ses01M_impro04_F014,neu,I just don't want you to fly off the handle.
Ses01M_impro04_F015,neu,You kind of have a short fuse.
Ses01M_impro04_F016,neu,Yeah.
Ses01M_impro04_F017,neu,"Like this, right now we're trying have a conversation."
Ses01M_impro04_F018,neu,We're trying to have a conversation and you seem extremely hostile. You keep cutting me off.
Ses01M_impro04_F019,neu,I can't finish the sentence with you without you jumping in...
Ses01M_impro04_F020,neu,...and you're always right.
Ses01M_impro04_F021,neu,You have an excuse for everything.
Ses01M_impro04_F022,neu,I'm just saying that maybe you should take in some information before you produce more of your own.
Ses01M_impro04_F023,neu,[BREATHING]
Ses01M_impro04_F025,neu,"Well, what kind of field are you looking to go into?"
Ses01M_impro04_M014,ang,What?
Ses01M_impro04_M018,ang,"Okay. Okay no, no, no, no okay no, I need to hear this more. Come on, bring it."
Ses01M_impro04_M023,ang,I'm like a sponge I'm like soaked up with all this information for like three years I'm just dying for a job to like put it in to.
Ses01M_impro04_M025,neu,That's it.
Ses01F_script01_1_F005,neu,"He's dreaming of him again, walking around."
Ses01F_script01_1_F015,neu,"Well I got an idea, but what's your story?"
Ses01F_script01_1_F034,neu,Just give it some more thought.
Ses01F_script01_1_F035,ang,What the hell is this?
Ses01F_script01_1_F037,ang,You have a business here.  What the hell is this?
Ses01F_script01_1_F038,ang,Oh.  Must you be inspired?
Ses01F_script01_1_F041,ang,"All right.  But you don't want to think like that because what the hell are we working for, Chris?  It's all for you.  This whole shooting match is for you."
Ses01F_script01_1_F042,ang,Just don't think like that.
Ses01F_script01_1_M000,neu,He saw it.
Ses01F_script01_1_M001,neu,He was out here when it broke.
Ses01F_script01_1_M002,neu,Four o clock this morning.  I heard a crack and I woke up and looked out.  He was standing right over there when it cracked.
Ses01F_script01_1_M003,neu,I don't know.
Ses01F_script01_1_M004,neu,I guess he is.
Ses01F_script01_1_M007,neu,You know Larry is not coming back and I know it.  Why do we allow him to go on thinking that we believe with him?
